Record	GBK	Record_Type	Record_Number	CC	Family	bgc_class	genome	Class	Category	Description	Taxonomy	GCF_ID	cutoff
NZ_JZEY01000054.1.region002.gbk_region_2	NZ_JZEY01000054.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JZEY01000054.1 Devosia chinhatensis strain IPL18 NODE_54, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JACYFU010000001.1.region002.gbk_region_2	NZ_JACYFU010000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JACYFU010000001.1 Devosia oryzisoli strain PTR5 contig1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JBHTMH010000001.1.region002.gbk_region_2	NZ_JBHTMH010000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JBHTMH010000001.1 Devosia equisanguinis strain CCM 8868 GCM70027366_15, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_FPCK01000001.1.region003.gbk_region_3	NZ_FPCK01000001.1.region003	region	3	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_FPCK01000001.1 Devosia crocina strain IPL20, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_PYVZ01000006.1.region001.gbk_region_1	NZ_PYVZ01000006.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_PYVZ01000006.1 Devosia indica strain IO390501 scaffold6, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_LMHK01000001.1.region002.gbk_region_2	NZ_LMHK01000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_LMHK01000001.1 Devosia sp. Root685 contig_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_MKUY01000003.1.region001.gbk_region_1	NZ_MKUY01000003.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_MKUY01000003.1 MAG: Devosia sp. 63-57 SCNpilot_expt_1000_bf_scaffold_28, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_WQRF01000001.1.region003.gbk_region_3	NZ_WQRF01000001.1.region003	region	3	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_WQRF01000001.1 Devosia marina strain L53-10-65 NODE_1_length_1615214_cov_52.474690, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JADGNE010000014.1.region001.gbk_region_1	NZ_JADGNE010000014.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JADGNE010000014.1 MAG: Devosia sp. isolate N26CT NODE_145_length_49886_cov_19.140435, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP075529.1.region001.gbk_region_1	NZ_CP075529.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP075529.1 MAG: Devosia sp. isolate TGS_PRO11 chromosome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP026747.1.region005.gbk_region_5	NZ_CP026747.1.region005	region	5	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP104002.1.region002.gbk_region_2	NZ_CP104002.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP104002.1 Devosia sp. SD17-2 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JQGC01000010.1.region001.gbk_region_1	NZ_JQGC01000010.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JQGC01000010.1 Devosia riboflavina strain IFO13584 contig10, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JACIEW010000001.1.region001.gbk_region_1	NZ_JACIEW010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JACIEW010000001.1 Devosia subaequoris strain DSM 23447 Ga0373328_01, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_LVVY01000070.1.region001.gbk_region_1	NZ_LVVY01000070.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_LVVY01000070.1 Devosia elaeis strain S37 DIN_R1_(paired)_trimmed_(paired)_contig_25, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JCACVZ010000001.1.region003.gbk_region_3	NZ_JCACVZ010000001.1.region003	region	3	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JCACVZ010000001.1 MAG: Devosia sp. isolate TerP_2 Oxa_002_000000000117, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAQGJM010000021.1.region001.gbk_region_1	NZ_JAQGJM010000021.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAQGJM010000021.1 MAG: Devosia sp. isolate RYN_485 scaffold_4357168, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAMWDU010000001.1.region001.gbk_region_1	NZ_JAMWDU010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAMWDU010000001.1 Devosia ureilytica strain XJ19-45 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAEMNZ010000001.1.region001.gbk_region_1	NZ_JAEMNZ010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAEMNZ010000001.1 Devosia sp. MC532 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JBKJHF010000001.1.region002.gbk_region_2	NZ_JBKJHF010000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JBKJHF010000001.1 Devosia sp. XGJD_8 1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CDRNJH010000001.1.region004.gbk_region_4	NZ_CDRNJH010000001.1.region004	region	4	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CDRNJH010000001.1 Devosia riboflavina isolate Ri144 gnlProkkaBTCC_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JACDXV010000001.1.region001.gbk_region_1	NZ_JACDXV010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JACDXV010000001.1 Devosia faecipullorum strain CC-YST696 contig01, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP104007.1.region003.gbk_region_3	NZ_CP104007.1.region003	region	3	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP104007.1 Devosia sp. FJ2-5-3 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_PYWB01000014.1.region001.gbk_region_1	NZ_PYWB01000014.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_PYWB01000014.1 Devosia submarina strain JCM 18935 scaffold14, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_LAJG01000014.1.region001.gbk_region_1	NZ_LAJG01000014.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_LAJG01000014.1 Devosia soli strain GH2-10 NODE_14, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JABBDZ010000001.1.region001.gbk_region_1	NZ_JABBDZ010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JABBDZ010000001.1 Devosia sp. MC1541 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_FXWK01000001.1.region002.gbk_region_2	NZ_FXWK01000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_FXWK01000001.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CAXUPK020000005.1.region002.gbk_region_2	NZ_CAXUPK020000005.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CAXUPK020000005.1 Devosia sp. LjRoot3 LJR003c5, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_FQVC01000002.1.region001.gbk_region_1	NZ_FQVC01000002.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_FQVC01000002.1 Devosia limi DSM 17137, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP045422.1.region007.gbk_region_7	NZ_CP045422.1.region007	region	7	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP045422.1 Devosia beringensis strain S02 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP146608.1.region004.gbk_region_4	NZ_CP146608.1.region004	region	4	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP146608.1 Devosia sp. XK-2 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAMZCU010000001.1.region001.gbk_region_1	NZ_JAMZCU010000001.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAMZCU010000001.1 Devosia ureilytica strain XJ19-1 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAEKMH010000002.1.region001.gbk_region_1	NZ_JAEKMH010000002.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAEKMH010000002.1 Devosia sediminis strain MSA67 NODE_2_length_1186958_cov_155.069235, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP080590.1.region004.gbk_region_4	NZ_CP080590.1.region004	region	4	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_LAJF01000089.1.region001.gbk_region_1	NZ_LAJF01000089.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_LAJF01000089.1 Devosia limi DSM 17137 NODE_89, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAENGO010000007.1.region001.gbk_region_1	NZ_JAENGO010000007.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAENGO010000007.1 Devosia sp. WQ 349K1 Scaffold6_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP059902.1.region002.gbk_region_2	NZ_CP059902.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP059902.1 Devosia sp. MC521 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_UZWD01000040.1.region001.gbk_region_1	NZ_UZWD01000040.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_UZWD01000040.1 Devosia equisanguinis strain CIP 111628, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP094375.1.region001.gbk_region_1	NZ_CP094375.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP094375.1 Devosia sp. Micro-HW1 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_CP170082.1.region005.gbk_region_5	NZ_CP170082.1.region005	region	5	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAMYXP010000001.1.region002.gbk_region_2	NZ_JAMYXP010000001.1.region002	region	2	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAMYXP010000001.1 Devosia subaequoris strain HST3-14 Scaffold1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JBTLRJ010000003.1.region001.gbk_region_1	NZ_JBTLRJ010000003.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JBTLRJ010000003.1 Devosia sp. CAU 1758 contig3, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JAEMEB010000004.1.region001.gbk_region_1	NZ_JAEMEB010000004.1.region001	region	1	183	FAM_00332	terpene	Unknown	terpene	terpene	NZ_JAEMEB010000004.1 Devosia sp. MC521 Scaffold4_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00332	0.3
NZ_JBNMEO010000091.1.region001.gbk_region_1	NZ_JBNMEO010000091.1.region001	region	1	183	FAM_00333	terpene	Unknown	terpene	terpene	NZ_JBNMEO010000091.1 MAG: Devosia sp. isolate 3300055174_60 Ga0535679_0004118, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00333	0.3
NZ_CM147870.1.region004.gbk_region_4	NZ_CM147870.1.region004	region	4	183	FAM_00333	terpene	Unknown	terpene	terpene	NZ_CM147870.1 Devosia sp. J2-20 chromosome, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00333	0.3
NZ_JAGXTP010000001.1.region003.gbk_region_3	NZ_JAGXTP010000001.1.region003	region	3	183	FAM_00333	terpene	Unknown	terpene	terpene	NZ_JAGXTP010000001.1 Devosia litorisediminis strain BSSL-BM10 1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00333	0.3
NZ_CP118245.1.region005.gbk_region_5	NZ_CP118245.1.region005	region	5	183	FAM_00333	terpene	Unknown	terpene	terpene	NZ_CP118245.1 Devosia sp. J2-20 chromosome	Unknown	terpene_c0.3_famFAM_00333	0.3
NZ_JAPWHK010000004.1.region001.gbk_region_1	NZ_JAPWHK010000004.1.region001	region	1	183	FAM_00333	terpene	Unknown	terpene	terpene	NZ_JAPWHK010000004.1 Devosia neptuniae strain G21611-S1 NODE_4_length_442715_cov_108.063, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00333	0.3
NZ_CAXUPH020000003.1.region002.gbk_region_2	NZ_CAXUPH020000003.1.region002	region	2	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_CAXUPH020000003.1 Devosia sp. LjRoot16 LJR016c3, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_JBXAPX010000004.1.region002.gbk_region_2	NZ_JBXAPX010000004.1.region002	region	2	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_JBXAPX010000004.1 Devosia sp. GW821-FHT12F11 NODE_4_length_517482_cov_53.795218, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_JBFUGO010000010.1.region001.gbk_region_1	NZ_JBFUGO010000010.1.region001	region	1	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_JBFUGO010000010.1 Devosia sp. P3_B2 scaffold_9, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_MKVB01000001.1.region001.gbk_region_1	NZ_MKVB01000001.1.region001	region	1	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_MKVB01000001.1 MAG: Devosia sp. 66-14 SCNpilot_cont_300_bf_scaffold_127, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_JAFKHA010000009.1.region001.gbk_region_1	NZ_JAFKHA010000009.1.region001	region	1	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_JAFKHA010000009.1 MAG: Devosia sp. isolate SCN18_30_10_14_R3_B_66_58 SCN18_30_10_14_R3_B_scaffold_4, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_LMEA01000011.1.region002.gbk_region_2	NZ_LMEA01000011.1.region002	region	2	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_LMEA01000011.1 Devosia sp. Root413D1 contig_6, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_LMCR01000015.1.region001.gbk_region_1	NZ_LMCR01000015.1.region001	region	1	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_LMCR01000015.1 Devosia sp. Root105 contig_3, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_CP012945.1.region004.gbk_region_4	NZ_CP012945.1.region004	region	4	183	FAM_00334	terpene	Unknown	terpene	terpene	NZ_CP012945.1 Devosia sp. A16 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00334	0.3
NZ_JADGNE010000044.1.region001.gbk_region_1	NZ_JADGNE010000044.1.region001	region	1	4791	FAM_00335	terpene	Unknown	terpene	terpene	NZ_JADGNE010000044.1 MAG: Devosia sp. isolate N26CT NODE_32_length_167216_cov_19.824301, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00335	0.3
NZ_CP104007.1.region002.gbk_region_2	NZ_CP104007.1.region002	region	2	4791	FAM_00335	terpene	Unknown	terpene	terpene	NZ_CP104007.1 Devosia sp. FJ2-5-3 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00335	0.3
NZ_CP104002.1.region001.gbk_region_1	NZ_CP104002.1.region001	region	1	4791	FAM_00335	terpene	Unknown	terpene	terpene	NZ_CP104002.1 Devosia sp. SD17-2 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00335	0.3
NZ_JABAOM010000002.1.region002.gbk_region_2	NZ_JABAOM010000002.1.region002	region	2	5657	FAM_00336	terpene	Unknown	terpene	terpene	NZ_JABAOM010000002.1 Devosia sp. 1635 Scaffold2_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00336	0.3
NZ_CP034767.1.region004.gbk_region_4	NZ_CP034767.1.region004	region	4	5657	FAM_00336	terpene	Unknown	terpene	terpene	NZ_CP034767.1 Devosia sp. 1566 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00336	0.3
NZ_JBYUNQ010000001.1.region001.gbk_region_1	NZ_JBYUNQ010000001.1.region001	region	1	5657	FAM_00336	terpene	Unknown	terpene	terpene	NZ_JBYUNQ010000001.1 Devosia sp. Z11_6 NODE_1_length_1109201_cov_151.543683, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00336	0.3
NZ_JBYUNO010000003.1.region002.gbk_region_2	NZ_JBYUNO010000003.1.region002	region	2	5657	FAM_00336	terpene	Unknown	terpene	terpene	NZ_JBYUNO010000003.1 Devosia sp. Z6_126 NODE_3_length_955106_cov_138.820264, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00336	0.3
NZ_JABAOL010000001.1.region005.gbk_region_5	NZ_JABAOL010000001.1.region005	region	5	5657	FAM_00336	terpene	Unknown	terpene	terpene	NZ_JABAOL010000001.1 Devosia sp. 919 Scaffold1_1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00336	0.3
NZ_PYWB01000002.1.region001.gbk_region_1	NZ_PYWB01000002.1.region001	region	1	3730	FAM_00337	terpene	Unknown	terpene	terpene	NZ_PYWB01000002.1 Devosia submarina strain JCM 18935 scaffold2, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00337	0.3
NZ_CP127251.1.region001.gbk_region_1	NZ_CP127251.1.region001	region	1	3951	FAM_00338	terpene	Unknown	terpene	terpene	NZ_CP127251.1 Devosia sp. YIM 151766 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00338	0.3
NZ_JBLXGA010000001.1.region001.gbk_region_1	NZ_JBLXGA010000001.1.region001	region	1	4009	FAM_00339	terpene	Unknown	terpene	terpene	NZ_JBLXGA010000001.1 MAG: Devosia sp. isolate ET04-05 T04maxbin_out.008RE.5K@1, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00339	0.3
NZ_JBHUNP010000001.1.region001.gbk_region_1	NZ_JBHUNP010000001.1.region001	region	1	4620	FAM_00340	terpene	Unknown	terpene	terpene	NZ_JBHUNP010000001.1 Devosia albogilva strain CCM 7427 tig00000001, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00340	0.3
NZ_FPCK01000004.1.region002.gbk_region_2	NZ_FPCK01000004.1.region002	region	2	5286	FAM_00341	terpene	Unknown	terpene	terpene	NZ_FPCK01000004.1 Devosia crocina strain IPL20, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00341	0.3
NZ_CP068046.1.region004.gbk_region_4	NZ_CP068046.1.region004	region	4	7076	FAM_00342	terpene	Unknown	terpene	terpene	NZ_CP068046.1 Devosia rhizoryzae strain LEGU1 chromosome	Unknown	terpene_c0.3_famFAM_00342	0.3
NZ_CP063401.1.region005.gbk_region_5	NZ_CP063401.1.region005	region	5	7751	FAM_00343	terpene	Unknown	terpene	terpene	NZ_CP063401.1 Devosia sp. SL43 chromosome, complete genome	Unknown	terpene_c0.3_famFAM_00343	0.3
NZ_LAJG01000022.1.region001.gbk_region_1	NZ_LAJG01000022.1.region001	region	1	10902	FAM_00344	terpene	Unknown	terpene	terpene	NZ_LAJG01000022.1 Devosia soli strain GH2-10 NODE_22, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00344	0.3
NZ_FXWK01000001.1.region003.gbk_region_3	NZ_FXWK01000001.1.region003	region	3	11381	FAM_00345	terpene	Unknown	terpene	terpene	NZ_FXWK01000001.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	terpene_c0.3_famFAM_00345	0.3
NZ_JBHRYD010000001.1.region001.gbk_region_1	NZ_JBHRYD010000001.1.region001	region	1	5641	FAM_00577	other.terpene	Unknown	betalactone.terpene	other.terpene	NZ_JBHRYD010000001.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_1, whole genome shotgun sequence	Unknown	other.terpene_c0.3_famFAM_00577	0.3
NZ_FXWK01000002.1.region002.gbk_region_2	NZ_FXWK01000002.1.region002	region	2	150	FAM_00470	other	Unknown	hserlactone	other	NZ_FXWK01000002.1 Devosia lucknowensis strain L15, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JBHRYD010000001.1.region002.gbk_region_2	NZ_JBHRYD010000001.1.region002	region	2	150	FAM_00470	other	Unknown	acyl_amino_acids	other	NZ_JBHRYD010000001.1 Devosia honganensis strain KCTC 42281 platanus_K_25_97_1, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JBKJHF010000003.1.region001.gbk_region_1	NZ_JBKJHF010000003.1.region001	region	1	150	FAM_00470	other	Unknown	hserlactone	other	NZ_JBKJHF010000003.1 Devosia sp. XGJD_8 3, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_FOMB01000001.1.region001.gbk_region_1	NZ_FOMB01000001.1.region001	region	1	150	FAM_00470	other	Unknown	hserlactone	other	NZ_FOMB01000001.1 Devosia psychrophila strain CGMCC 1.10210, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JAMZCU010000002.1.region001.gbk_region_1	NZ_JAMZCU010000002.1.region001	region	1	150	FAM_00470	other	Unknown	acyl_amino_acids	other	NZ_JAMZCU010000002.1 Devosia ureilytica strain XJ19-1 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JAEKMH010000004.1.region001.gbk_region_1	NZ_JAEKMH010000004.1.region001	region	1	150	FAM_00470	other	Unknown	hserlactone	other	NZ_JAEKMH010000004.1 Devosia sediminis strain MSA67 NODE_4_length_514361_cov_166.640065, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_CP094375.1.region003.gbk_region_3	NZ_CP094375.1.region003	region	3	150	FAM_00470	other	Unknown	hserlactone	other	NZ_CP094375.1 Devosia sp. Micro-HW1 chromosome, complete genome	Unknown	other_c0.3_famFAM_00470	0.3
NZ_CP080590.1.region007.gbk_region_7	NZ_CP080590.1.region007	region	7	150	FAM_00470	other	Unknown	hserlactone	other	NZ_CP080590.1 Devosia salina strain SCS-3 chromosome, complete genome	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JACDXV010000002.1.region001.gbk_region_1	NZ_JACDXV010000002.1.region001	region	1	150	FAM_00470	other	Unknown	acyl_amino_acids	other	NZ_JACDXV010000002.1 Devosia faecipullorum strain CC-YST696 contig02, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_JAMWDU010000002.1.region002.gbk_region_2	NZ_JAMWDU010000002.1.region002	region	2	150	FAM_00470	other	Unknown	acyl_amino_acids	other	NZ_JAMWDU010000002.1 Devosia ureilytica strain XJ19-45 Scaffold2, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00470	0.3
NZ_CP170082.1.region002.gbk_region_2	NZ_CP170082.1.region002	region	2	150	FAM_00471	other	Unknown	hserlactone	other	NZ_CP170082.1 Devosia sp. Naph2 chromosome, complete genome	Unknown	other_c0.3_famFAM_00471	0.3
NZ_JAVKFR010000006.1.region001.gbk_region_1	NZ_JAVKFR010000006.1.region001	region	1	150	FAM_00471	other	Unknown	hserlactone	other	NZ_JAVKFR010000006.1 MAG: Devosia marina isolate F1-TOW-06 k141_66864, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00471	0.3
NZ_PYVZ01000009.1.region001.gbk_region_1	NZ_PYVZ01000009.1.region001	region	1	150	FAM_00471	other	Unknown	hserlactone	other	NZ_PYVZ01000009.1 Devosia indica strain IO390501 scaffold9, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00471	0.3
NZ_CP026747.1.region003.gbk_region_3	NZ_CP026747.1.region003	region	3	150	FAM_00471	other	Unknown	hserlactone	other	NZ_CP026747.1 Devosia sp. I507 chromosome, complete genome	Unknown	other_c0.3_famFAM_00471	0.3
NZ_WQRF01000002.1.region001.gbk_region_1	NZ_WQRF01000002.1.region001	region	1	150	FAM_00471	other	Unknown	hserlactone	other	NZ_WQRF01000002.1 Devosia marina strain L53-10-65 NODE_2_length_636985_cov_56.763128, whole genome shotgun sequence	Unknown	other_c0.3_famFAM_00471	0.3
